VID,AdvNet,AnonPaymnt,AttSpam,ChildPriv,IPResell,DirMark,Card#Stolen,Unlisted#Phone,ConcerSec,ConcerSecEcom,InfImprovSite,IntPrivLaws,IntShop#LifeEasy,MassMails,AssumeAliases,SpamPolicy,PrivCom,SecAFactor,UseDemoOther,UserContDemo,ValueAnon,Important,Will#Charge
786,DSTRON,ASOME,Retaliate,NEITHER,DSTRON,DSTRON,No,No,Somewhat,Very,DSTRON,ASTRON,No,DSTRON,ASTRON,GovControl,ASTRON,Small,DSTRON,ASTRON,ASTRON,Privacy,No
787,DSTRON,ASTRON,Reply,NEITHER,DSTRON,DSTRON,No,No,Alittle,Alittle,ASOME,NEITHER,Yes,DSTRON,NEITHER,Blacklist,ASTRON,Significant,DSTRON,ASTRON,NEITHER,Privacy,Yes
788,NEITHER,?,Delete,ASOME,DSOME,?,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASOME,Fee,NEITHER,Deciding,DSTRON,ASOME,ASOME,Privacy,No
789,DSTRON,ASTRON,Delete,ASTRON,DSTRON,ASTRON,No,Yes,Very,Very,DSTRON,ASTRON,Yes,DSTRON,DSTRON,GovControl,?,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
790,DSTRON,ASTRON,Delete,DSTRON,DSTRON,ASOME,Yes,Yes,Alittle,Very,ASTRON,DSTRON,Yes,DSTRON,DSTRON,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
791,DSTRON,ASTRON,Delete,DSTRON,DSOME,DSTRON,No,No,Somewhat,Somewhat,DSTRON,ASTRON,No,DSTRON,NEITHER,Blacklist,ASTRON,Small,DSOME,ASTRON,ASTRON,Privacy,Yes
792,DSTRON,NEITHER,Delete,ASTRON,ASOME,DSTRON,No,No,Very,Very,ASOME,ASTRON,No,DSTRON,ASOME,Blacklist,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
793,DSOME,ASOME,Other,ASOME,DSTRON,DSTRON,No,No,Very,Very,NEITHER,ASOME,Yes,DSTRON,NEITHER,Fee,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,Yes
794,?,ASOME,?,ASTRON,ASOME,ASOME,No,No,Alittle,Somewhat,ASOME,ASTRON,Yes,ASOME,ASOME,Registry,ASOME,Significant,ASOME,ASTRON,ASOME,Convenience,No
795,ASTRON,ASOME,Read,NEITHER,DSTRON,NEITHER,No,No,Very,Very,ASTRON,ASTRON,Yes,DSOME,NEITHER,Registry,ASOME,Significant,DSTRON,ASTRON,NEITHER,Privacy,Yes
796,DSTRON,NEITHER,Delete,NEITHER,DSTRON,DSTRON,No,No,Alittle,Very,ASOME,ASTRON,Yes,DSTRON,NEITHER,GovControl,ASTRON,Significant,DSOME,ASOME,ASOME,Privacy,Yes
797,DSOME,DSOME,Delete,DSTRON,DSTRON,ASOME,No,No,Alittle,Alittle,ASOME,DSTRON,Yes,NEITHER,ASOME,Registry,NEITHER,Significant,DSTRON,ASOME,NEITHER,Convenience,Yes
798,DSOME,ASOME,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Alittle,ASOME,ASTRON,Yes,DSTRON,NEITHER,Fee,NEITHER,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
799,DSTRON,ASOME,Delete,NEITHER,DSOME,DSTRON,No,No,Somewhat,Very,NEITHER,ASOME,Yes,DSOME,NEITHER,Nothing,ASTRON,Significant,DSTRON,ASOME,ASTRON,Privacy,No
800,DSTRON,?,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Alittle,DSOME,ASOME,Yes,DSTRON,?,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
801,DSOME,NEITHER,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,ASTRON,Yes,DSTRON,NEITHER,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
802,DSTRON,NEITHER,Delete,NEITHER,NEITHER,DSTRON,No,No,NotAtAll,NotAtAll,NEITHER,ASOME,Yes,DSTRON,DSTRON,?,ASTRON,Significant,DSTRON,NEITHER,DSTRON,Convenience,Yes
803,DSOME,NEITHER,Delete,ASTRON,DSTRON,NEITHER,No,No,Very,Very,ASOME,ASOME,Yes,DSOME,NEITHER,Other,ASOME,Significant,DSTRON,ASTRON,NEITHER,Privacy,Yes
804,ASOME,ASOME,Delete,ASOME,ASOME,DSOME,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,ASOME,DSOME,ASTRON,Privacy,Yes
805,ASOME,DSTRON,Delete,?,DSOME,ASTRON,Yes,No,Alittle,Alittle,ASTRON,DSTRON,Yes,DSTRON,NEITHER,Blacklist,ASTRON,Small,ASOME,?,ASOME,Convenience,Yes
806,DSTRON,ASTRON,Delete,ASTRON,DSTRON,NEITHER,No,No,Alittle,Alittle,ASOME,ASOME,Yes,NEITHER,DSTRON,Nothing,ASTRON,Deciding,ASOME,ASTRON,ASOME,Privacy,Yes
807,NEITHER,?,Read,DSOME,DSOME,ASOME,No,No,ShouldButNo,Very,ASOME,NEITHER,Yes,NEITHER,ASTRON,Registry,NEITHER,Significant,ASOME,ASOME,ASOME,Convenience,No
808,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,No,Very,Very,DSTRON,DSTRON,No,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,Yes
809,NEITHER,?,Delete,NEITHER,ASTRON,ASTRON,No,No,Alittle,Alittle,ASOME,DSTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,ASOME,ASTRON,NEITHER,Convenience,Yes
810,DSTRON,NEITHER,Reply,ASTRON,DSOME,ASOME,No,No,Somewhat,Somewhat,ASOME,ASTRON,Yes,DSOME,ASOME,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
811,DSTRON,DSOME,Delete,NEITHER,DSTRON,ASOME,No,No,Alittle,Alittle,ASOME,DSTRON,Yes,NEITHER,DSOME,Nothing,ASTRON,Significant,DSTRON,ASTRON,DSTRON,Convenience,Yes
812,NEITHER,DSTRON,?,ASTRON,NEITHER,DSTRON,No,No,Somewhat,Very,ASTRON,NEITHER,Yes,DSTRON,NEITHER,Fee,NEITHER,Deciding,NEITHER,NEITHER,NEITHER,Convenience,Yes
813,DSOME,DSTRON,Reply,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,No,DSTRON,DSTRON,Registry,NEITHER,Deciding,DSTRON,ASTRON,NEITHER,Privacy,No
814,DSTRON,ASTRON,Reply,DSOME,DSTRON,DSTRON,No,No,Very,Very,DSTRON,DSTRON,Yes,DSTRON,DSOME,Blacklist,ASTRON,Deciding,ASOME,ASTRON,ASTRON,Privacy,Yes
815,ASOME,ASOME,Delete,ASTRON,ASOME,NEITHER,Yes,No,Somewhat,Very,ASOME,ASOME,Yes,DSOME,ASOME,Blacklist,ASOME,Significant,DSOME,ASOME,ASTRON,Privacy,Yes
816,DSTRON,ASTRON,Retaliate,DSTRON,DSTRON,DSTRON,Yes,Yes,Very,Somewhat,DSTRON,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
817,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSOME,No,No,Very,Very,ASTRON,ASTRON,No,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,No
818,ASOME,NEITHER,Read,NEITHER,NEITHER,NEITHER,No,Yes,Somewhat,Somewhat,ASOME,ASOME,Yes,NEITHER,ASOME,Registry,ASTRON,Significant,NEITHER,ASOME,ASOME,Privacy,Yes
819,ASTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
820,DSTRON,ASTRON,Reply,ASTRON,DSTRON,DSOME,No,Yes,Somewhat,Alittle,ASOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,NEITHER,ASTRON,ASTRON,Privacy,Yes
821,DSOME,ASTRON,Delete,DSOME,DSTRON,DSTRON,No,No,Somewhat,Somewhat,ASOME,DSOME,Yes,DSTRON,ASOME,Fee,ASTRON,Small,DSOME,ASTRON,ASOME,Privacy,Yes
822,DSTRON,ASOME,Other,NEITHER,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,DSOME,Yes,DSTRON,NEITHER,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
823,DSTRON,ASOME,Delete,DSOME,DSTRON,DSOME,No,Yes,Somewhat,Very,ASOME,NEITHER,Yes,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,No
824,DSTRON,ASOME,Other,ASTRON,DSTRON,ASOME,No,Yes,Alittle,Alittle,ASOME,DSTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Significant,ASOME,ASTRON,ASOME,Privacy,Yes
825,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,No,Somewhat,Very,DSTRON,ASOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,No
826,DSOME,ASTRON,Delete,ASTRON,?,DSTRON,No,No,Very,Very,ASTRON,ASOME,Yes,DSTRON,?,Registry,ASTRON,Significant,DSTRON,?,NEITHER,Privacy,No
827,NEITHER,ASOME,Delete,ASOME,DSOME,DSOME,No,No,Somewhat,Very,ASTRON,ASOME,Yes,DSTRON,ASOME,Registry,NEITHER,Deciding,DSTRON,ASTRON,NEITHER,Privacy,Yes
828,DSOME,DSTRON,Delete,ASTRON,DSOME,DSTRON,No,No,Somewhat,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
829,DSOME,ASOME,Delete,DSOME,DSOME,DSOME,Yes,Yes,Somewhat,Somewhat,NEITHER,ASOME,Yes,DSTRON,DSOME,Other,ASOME,Significant,DSOME,ASOME,ASOME,Privacy,Yes
830,DSTRON,NEITHER,Delete,DSTRON,DSTRON,DSOME,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
831,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Somewhat,Very,DSOME,ASTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,No
832,DSTRON,ASTRON,Delete,ASOME,DSTRON,DSTRON,Yes,No,Very,Very,ASOME,DSOME,Yes,DSTRON,DSTRON,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
833,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSOME,No,No,Very,Very,ASTRON,ASOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
834,DSTRON,ASTRON,Delete,DSOME,DSTRON,DSTRON,No,No,Somewhat,ShouldButNo,NEITHER,DSOME,Yes,DSTRON,DSTRON,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
835,DSTRON,ASTRON,Reply,DSTRON,DSTRON,DSOME,No,Yes,Very,Very,DSTRON,ASOME,No,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
836,DSTRON,ASOME,Delete,DSTRON,DSTRON,DSTRON,No,No,Very,Somewhat,DSTRON,DSTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
837,DSTRON,ASTRON,Delete,ASTRON,DSTRON,ASOME,No,No,Very,Very,ASOME,ASTRON,Yes,DSOME,DSOME,Registry,ASTRON,Deciding,DSOME,ASOME,ASTRON,Privacy,Yes
838,DSOME,NEITHER,Reply,NEITHER,DSOME,DSOME,No,No,Very,Very,ASOME,NEITHER,Yes,DSTRON,NEITHER,Nothing,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Convenience,Yes
839,NEITHER,ASTRON,Reply,DSTRON,NEITHER,ASOME,No,No,Very,Very,ASOME,DSTRON,No,DSOME,ASTRON,Registry,ASTRON,Deciding,ASOME,ASTRON,ASOME,Privacy,Yes
840,ASOME,ASOME,Delete,NEITHER,ASOME,ASTRON,No,No,Somewhat,NotAtAll,ASOME,ASOME,Yes,DSTRON,ASOME,Fee,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,Yes
841,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Very,DSOME,ASTRON,No,DSTRON,DSOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,No
842,ASTRON,ASTRON,Read,ASTRON,DSTRON,ASTRON,No,No,Very,Very,NEITHER,ASTRON,Yes,ASTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
843,DSTRON,?,Delete,ASOME,?,DSTRON,No,Yes,Alittle,NotAtAll,ASTRON,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,?,DSTRON,ASTRON,Convenience,Yes
844,DSTRON,NEITHER,Retaliate,ASTRON,DSOME,DSTRON,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASOME,Registry,ASOME,Deciding,DSTRON,ASOME,ASOME,Privacy,Yes
845,DSOME,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,No
846,DSTRON,DSOME,Delete,ASTRON,DSTRON,DSOME,No,No,Alittle,Alittle,DSOME,DSTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Small,DSTRON,ASTRON,DSOME,Convenience,Yes
847,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Very,DSOME,ASOME,Yes,DSTRON,NEITHER,Other,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
848,DSOME,NEITHER,Delete,DSOME,DSOME,NEITHER,No,Yes,NotAtAll,Somewhat,DSOME,NEITHER,No,DSOME,NEITHER,Other,ASTRON,None,DSOME,ASTRON,NEITHER,Convenience,Yes
849,NEITHER,ASOME,Delete,NEITHER,NEITHER,NEITHER,Yes,Yes,Very,Very,NEITHER,NEITHER,Yes,DSOME,NEITHER,Other,ASTRON,Deciding,NEITHER,NEITHER,NEITHER,Privacy,Yes
850,DSTRON,ASTRON,Reply,DSTRON,DSTRON,DSTRON,No,Yes,Alittle,Alittle,ASOME,DSTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
851,DSTRON,ASTRON,Delete,ASOME,DSTRON,DSOME,No,No,Very,Somewhat,ASOME,ASTRON,Yes,DSTRON,ASTRON,Fee,ASOME,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
852,DSTRON,NEITHER,Reply,NEITHER,DSTRON,DSOME,No,No,Alittle,Alittle,DSOME,NEITHER,Yes,DSTRON,ASOME,Fee,ASTRON,Small,DSOME,ASOME,ASTRON,Convenience,Yes
853,ASOME,ASOME,Delete,NEITHER,DSOME,DSOME,No,No,Somewhat,Very,ASOME,NEITHER,Yes,DSOME,NEITHER,Blacklist,ASTRON,Significant,DSOME,ASOME,ASOME,Privacy,Yes
854,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSOME,No,No,Very,Very,DSOME,ASOME,No,DSOME,ASOME,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
855,ASOME,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Alittle,Somewhat,DSOME,ASTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
856,DSOME,ASOME,Delete,NEITHER,DSTRON,DSOME,No,No,Alittle,Very,DSOME,ASOME,Yes,DSTRON,NEITHER,Blacklist,ASTRON,Small,DSTRON,NEITHER,ASTRON,Convenience,Yes
857,DSOME,NEITHER,?,ASTRON,DSTRON,NEITHER,No,No,Very,NotAtAll,DSOME,NEITHER,Yes,DSOME,DSOME,Blacklist,ASOME,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
858,ASOME,NEITHER,Delete,ASTRON,ASOME,DSOME,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSOME,ASOME,ASOME,Privacy,Yes
859,DSTRON,DSOME,Delete,DSOME,DSTRON,DSOME,No,No,Somewhat,Alittle,ASOME,ASOME,Yes,DSOME,NEITHER,Blacklist,ASTRON,Significant,DSOME,ASTRON,ASTRON,Convenience,Yes
860,DSTRON,NEITHER,Delete,DSTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,NEITHER,Other,ASTRON,Deciding,DSTRON,ASTRON,NEITHER,Privacy,Yes
861,DSTRON,NEITHER,Retaliate,ASOME,DSTRON,NEITHER,No,No,NotAtAll,Somewhat,DSOME,ASOME,No,NEITHER,DSOME,Fee,ASOME,Significant,DSTRON,ASTRON,ASOME,Convenience,No
862,DSOME,DSOME,Delete,ASOME,DSOME,NEITHER,No,No,Alittle,Alittle,ASOME,ASOME,Yes,DSOME,ASOME,Other,ASTRON,Small,ASOME,NEITHER,ASTRON,Privacy,Yes
863,ASOME,?,Delete,ASOME,ASTRON,DSOME,Yes,No,Somewhat,Alittle,ASTRON,ASOME,Yes,DSTRON,ASTRON,Fee,ASOME,Significant,ASTRON,DSOME,ASTRON,Convenience,Yes
864,DSOME,NEITHER,Delete,ASTRON,DSTRON,DSOME,No,No,Very,Very,DSTRON,ASOME,No,DSOME,ASOME,Fee,ASTRON,Significant,DSTRON,ASOME,NEITHER,Privacy,Yes
865,DSTRON,ASOME,Reply,DSOME,DSTRON,DSTRON,No,No,Very,Very,DSOME,ASTRON,No,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
866,DSTRON,NEITHER,Delete,ASOME,DSTRON,DSTRON,Yes,Yes,Very,Very,?,ASTRON,No,DSTRON,?,Registry,ASTRON,Deciding,DSTRON,ASTRON,NEITHER,Privacy,No
867,NEITHER,ASOME,Delete,ASOME,DSOME,DSOME,Yes,No,Somewhat,Somewhat,ASOME,ASOME,Yes,DSOME,ASTRON,Registry,ASTRON,Significant,DSOME,ASOME,ASOME,Convenience,Yes
868,DSOME,NEITHER,?,NEITHER,ASOME,NEITHER,Yes,No,Very,Somewhat,ASOME,ASTRON,Yes,?,NEITHER,Blacklist,ASTRON,Deciding,ASOME,ASTRON,ASOME,Privacy,Yes
869,DSTRON,?,Reply,ASOME,DSTRON,DSTRON,No,No,Somewhat,Alittle,DSTRON,NEITHER,Yes,DSTRON,NEITHER,Registry,ASOME,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
870,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,No,Somewhat,Alittle,ASOME,ASOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
871,ASOME,ASOME,?,ASOME,DSTRON,?,No,Yes,ShouldButNo,Somewhat,?,ASTRON,No,?,ASTRON,Registry,ASTRON,Small,DSOME,ASOME,ASTRON,Convenience,No
872,ASOME,ASOME,Reply,NEITHER,ASOME,DSOME,No,No,Somewhat,Alittle,ASTRON,DSTRON,Yes,DSOME,ASOME,Nothing,ASOME,Small,ASOME,ASTRON,ASOME,Convenience,Yes
873,DSTRON,ASOME,Delete,ASOME,DSOME,ASOME,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,ASOME,ASTRON,ASTRON,Privacy,Yes
874,DSTRON,ASTRON,Reply,DSOME,DSTRON,DSTRON,No,No,Very,Very,DSOME,DSOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
875,DSTRON,ASOME,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Very,?,NEITHER,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
876,DSOME,NEITHER,Delete,ASOME,DSOME,NEITHER,No,No,Alittle,Somewhat,ASOME,DSTRON,Yes,DSOME,NEITHER,Registry,ASTRON,Deciding,DSOME,ASTRON,DSOME,Convenience,Yes
877,DSTRON,NEITHER,Other,ASTRON,DSTRON,DSTRON,No,No,Very,Somewhat,DSTRON,ASTRON,Yes,DSTRON,DSOME,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
878,DSOME,ASOME,Read,ASTRON,DSTRON,DSOME,No,No,Somewhat,Somewhat,ASOME,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,No
879,DSOME,NEITHER,Delete,ASOME,DSOME,DSTRON,No,No,Alittle,NotAtAll,ASOME,NEITHER,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSOME,ASOME,ASOME,Convenience,Yes
880,DSTRON,ASTRON,Delete,ASOME,ASOME,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Fee,ASTRON,Deciding,ASOME,ASTRON,ASTRON,Privacy,Yes
881,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSOME,ASTRON,Yes,DSTRON,?,Blacklist,ASTRON,Deciding,DSTRON,DSOME,ASTRON,Privacy,No
882,ASOME,ASTRON,Delete,DSTRON,ASOME,DSOME,No,No,Very,Very,ASOME,DSTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,ASOME,ASTRON,ASTRON,Convenience,Yes
883,DSTRON,ASTRON,Reply,ASOME,DSTRON,DSOME,No,No,Somewhat,Alittle,ASOME,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
884,DSTRON,ASOME,Delete,NEITHER,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,No,DSOME,NEITHER,Registry,ASOME,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
885,DSOME,ASOME,Delete,ASOME,DSTRON,DSTRON,No,No,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASTRON,Other,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
886,DSTRON,ASTRON,Delete,ASOME,DSTRON,DSTRON,No,No,Very,Somewhat,ASOME,ASTRON,No,DSTRON,ASTRON,Blacklist,ASTRON,Significant,DSTRON,ASOME,ASTRON,Privacy,Yes
887,DSTRON,?,Reply,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Alittle,DSOME,NEITHER,Yes,DSTRON,ASTRON,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
888,DSTRON,ASTRON,Reply,DSOME,DSTRON,DSTRON,Yes,No,Somewhat,Very,DSOME,ASTRON,Yes,DSTRON,ASTRON,Blacklist,ASOME,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
889,DSOME,NEITHER,Reply,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,ASOME,Yes,DSTRON,DSTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
890,DSTRON,NEITHER,Delete,DSOME,DSTRON,DSTRON,No,Yes,Somewhat,Alittle,DSOME,NEITHER,Yes,DSTRON,DSTRON,Blacklist,ASTRON,Small,DSOME,ASTRON,ASOME,Convenience,Yes
891,DSOME,?,Delete,DSOME,DSTRON,DSTRON,No,No,Somewhat,Very,ASOME,ASOME,No,DSTRON,?,Other,ASTRON,Deciding,DSTRON,?,ASOME,Privacy,Yes
892,DSTRON,ASOME,Reply,ASOME,DSTRON,DSTRON,No,No,Alittle,Very,DSTRON,DSTRON,Yes,DSTRON,NEITHER,GovControl,NEITHER,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
893,DSTRON,NEITHER,Delete,ASOME,DSOME,DSOME,No,No,Alittle,Very,ASOME,NEITHER,Yes,DSOME,ASTRON,Blacklist,ASTRON,Significant,DSOME,ASTRON,ASOME,Convenience,Yes
894,NEITHER,ASTRON,Reply,DSTRON,NEITHER,DSTRON,No,No,Somewhat,Somewhat,ASTRON,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Small,NEITHER,ASTRON,ASTRON,Convenience,Yes
895,DSTRON,?,Delete,NEITHER,DSTRON,NEITHER,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASOME,Blacklist,ASTRON,Deciding,DSOME,ASTRON,ASOME,Privacy,No
896,DSTRON,ASTRON,Delete,ASOME,DSOME,DSOME,No,No,Alittle,Alittle,ASOME,DSOME,Yes,DSTRON,ASOME,Registry,ASTRON,Small,DSOME,ASOME,ASTRON,Convenience,Yes
897,DSTRON,NEITHER,Other,NEITHER,DSTRON,DSTRON,No,No,Very,Very,ASOME,NEITHER,No,DSTRON,?,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,NEITHER,Privacy,No
898,DSOME,ASTRON,Delete,ASOME,ASOME,DSTRON,No,No,Somewhat,Alittle,ASTRON,DSTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,ASTRON,ASOME,ASTRON,Privacy,Yes
899,DSTRON,NEITHER,Delete,ASOME,DSTRON,DSTRON,No,No,Somewhat,Very,NEITHER,ASOME,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSOME,ASOME,ASTRON,Privacy,Yes
900,DSTRON,ASOME,Delete,ASTRON,DSTRON,ASOME,Yes,Yes,Somewhat,Somewhat,DSOME,ASOME,Yes,DSTRON,NEITHER,Registry,ASTRON,Small,ASOME,ASTRON,ASTRON,Convenience,Yes
901,NEITHER,NEITHER,Reply,NEITHER,DSOME,NEITHER,No,Yes,Somewhat,Somewhat,DSOME,ASOME,Yes,DSOME,ASOME,Other,ASOME,Significant,DSOME,ASTRON,ASOME,Privacy,Yes
902,DSTRON,ASTRON,Delete,ASOME,ASOME,DSOME,No,No,Very,Somewhat,ASOME,ASOME,Yes,DSTRON,DSTRON,Blacklist,ASTRON,Significant,ASOME,ASOME,ASTRON,Privacy,Yes
903,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,Yes,Yes,Very,Very,?,DSTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
904,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
905,DSOME,ASTRON,Delete,DSOME,DSTRON,DSOME,No,No,Very,Very,ASOME,DSOME,No,DSOME,DSOME,Fee,ASTRON,Small,DSTRON,ASTRON,ASOME,Convenience,Yes
906,ASOME,ASOME,Delete,ASTRON,DSOME,ASOME,No,Yes,Alittle,Alittle,ASTRON,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,ASOME,ASOME,ASTRON,Privacy,Yes
907,DSOME,ASTRON,?,ASTRON,DSOME,DSOME,No,No,Very,Very,ASTRON,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,No
